"","X.1","X","Tm","Player","Age","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.",".","OWS","DWS","WS","WS.48","..1","OBPM","DBPM","BPM","VORP","OWS.48","DWS.48","Shot.","Player.ID","Team.Mar","Team.MP","Team.Gm","Year.3PAr","Team.TS.","Tm.USG","Tm.TS.W.O.Plyr","Reb.Vers","Defense","Val.Shot","Offense","MPG...Int","RAW.SPM","X.Min","RAW.Contrib","Tm.Sum","Tm.Adj","BPM.1","StdErr","Contrib","VORP.1","Reb.Vers.1","Val.Shot.1","Offense.1","Defense.1","MPG","Raw.OBPM","Contrib.1","Tm.Ortg","Tm.Sum.1","Tm.Adj.1","Tm.DRtg","OBPM.1","OStdErr","Ocontrib","OVORP","DBPM.1","DStdErr","Dcontrib","DVORP","Sum.SPM","X.Min.1","MPG.1","ReMPG","BPM.2","Contrib.2","VORP.2","VORP.Gm","O.BPM","Ocontrib.1","OVORP.1","OVORP.Gm","D.BPM","Dcontrib.1","DVORP.1","DVORP.Gm","Production","Prod.Gm","Exp.BPM","TrueTalentBPM","Exp.Min","TrueTalentVORP","TrueSalary","TrueTimeVORP","Adjusted.Production","WORP","O.WORP","D.WORP","Adjusted.WORP","Estimated.Position","BBRef.Pos","Age.on.Feb.1","Yrs.Experience","Height","Weight","Rounded.Position","Rounded.Age","Age_factor","position_factor","MinPG","MinPG_factor","BPM_factor","Dcontri_factor"
"315",315,16598,"LAC","Austin Rivers",22,41,791,10.6,0.488,0.201,2.2,9.6,6,12.8,1.9,0.7,10.5,19,0,0.1,0.7,0.8,0.046,0,-1.7,-0.7,-2.4,-0.1,0.005,0.041,17,"riverau01",7.21,19730,82,0.268,0.565,348865,0.568,-1.08,-0.12,-0.15,-1.42,-0.83,-3.45,"20.00%",-0.69,3.45,1.04,-2.4,2.5,-0.5,-0.1,-0.5,0.1,-1.6,0.1,-0.4,-2.3,-0.5,6.9,5.2,0.6,0.3,-1.7,1.7,-0.3,0,-0.7,1.8,-0.1,-0.1,-0.9,0.2,19.3,17.6,-2.4,-0.5,-0.1,-0.2,-1.7,-0.3,0,0,-0.7,-0.1,-0.1,-0.2,"$600,000 ","$200,000 ",-0.8,-1.5,0.29,0.1,1700000,-0.1,"$400,000 ",-0.2,0,-0.2,-0.3,"1.7","1","22.5","2",76,"200","2","23","Rookie","SG",19.2926829268293,"Bench","Negative","Negative"
"316",316,16599,"ORL","Ben Gordon",31,56,790,10.6,0.538,0.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,0,0.1,0.2,0.3,0.015,0,-2.5,-3.6,-6.1,-0.8,0.004,0.011,18.6,"gordobe01",-6.23,19755,82,0.268,0.525,339398,0.524,-2.47,-1.69,0.01,0.17,-1.37,-5.37,"20.00%",-1.07,-3.81,-0.73,-6.1,2.5,-1.2,-0.8,-1.2,0.3,-0.1,-0.2,-0.7,-1.8,-0.4,-4.1,-1.8,-0.6,-2.1,-2.4,1.7,-0.5,-0.1,-3.6,1.8,-0.7,-0.7,1.2,0.2,14.1,13.2,-6.1,-1.2,-0.8,-1.2,-2.4,-0.5,-0.1,-0.2,-3.6,-0.7,-0.7,-1,"($2,900,000)","($4,700,000)",-3.7,-4.8,0,0,NA,0,"",-2.2,-0.4,-1.8,0,"1.5","2","31.83","10",75,"200","2","32","Vet","SG",14.1071428571429,"Rotation","Negative","Negative"
"317",317,16600,"CLE","Dion Waiters",23,33,786,12.2,0.468,0.175,1.8,6.5,4.2,15.6,2.9,1,12,24,0,-0.3,0.7,0.5,0.029,0,-2.1,-1,-3.1,-0.2,-0.016,0.045,21.1,"waitedi01",4.39,19779,82,0.268,0.557,342773,0.562,-1.14,1.3,-0.14,-3.41,-0.38,-3.63,"19.90%",-0.72,2.75,0.5,-3.1,2.5,-0.6,-0.2,-0.4,0.1,-2.5,0.5,-0.2,-2.5,-0.5,5.5,4.5,0.4,-1.1,-2.1,1.7,-0.4,-0.1,-1,1.8,-0.2,-0.1,-1.1,0.2,23.8,21.2,-3.1,-0.6,-0.2,-0.6,-2.1,-0.4,-0.1,-0.2,-1,-0.2,-0.1,-0.4,"($100,000)","($1,600,000)",-0.4,-1.6,0.27,0.1,1500000,-0.3,"($400,000)",-0.6,-0.2,-0.4,-0.8,"1.9","2","23.15","2",76,"225","2","23","Young","SG",23.8181818181818,"Bench","Negative","Negative"
"318",318,16601,"NYK","Andrea Bargnani",29,29,785,16.6,0.527,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0,0.8,0.2,0.9,0.058,0,-1,-2.7,-3.7,-0.3,0.047,0.011,23.9,"bargnan01",-10.3,19855,82,0.268,0.508,341700,0.507,-0.44,-1.21,-0.03,-0.05,-0.06,-1.75,"19.80%",-0.35,-2.45,-1.98,-3.7,2.5,-0.7,-0.3,-0.2,0.3,0.7,-0.6,0,0.1,0,-5.4,-0.7,-1.2,-4.9,-1,1.7,-0.2,0.1,-2.7,1.8,-0.5,-0.5,1.7,0.2,27.1,23.8,-3.7,-0.7,-0.3,-1,-1,-0.2,0.1,0.4,-2.7,-0.5,-0.5,-1.3,"($600,000)","($3,600,000)",-2,-2.8,0.1,-0.1,6e+05,-0.2,"$100,000 ",-0.9,0.4,-1.3,-0.5,"4.4","5","29.27","8",84,"245","4","29","Vet","PF",27.0689655172414,"Starter","Negative","Negative"
"319",319,16602,"BRK","Markel Brown",23,47,781,9.1,0.459,0.271,2.3,13,7.7,7.4,2.1,1.2,10.3,15.3,0,-0.2,0.7,0.5,0.031,0,-3,0.3,-2.7,-0.1,-0.012,0.043,13.7,"brownma02",-3.31,19928,82,0.268,0.529,347023,0.531,-2.46,0.4,-0.22,0.26,-1.11,-2.91,"19.60%",-0.57,-4.76,0.16,-2.8,2.5,-0.5,-0.1,-1.2,0.1,-1.5,0.2,-0.6,-2.9,-0.6,-1.3,-1.1,-0.1,-2,-3,1.7,-0.6,-0.3,0.3,1.8,0.1,0.1,-3.3,0.2,16.6,15.3,-2.8,-0.5,-0.1,-0.3,-3,-0.6,-0.3,-0.4,0.3,0.1,0.1,0.2,"$300,000 ","($200,000)",-2.8,-2.8,0.11,-0.1,6e+05,-0.1,"$600,000 ",-0.4,-0.7,0.3,-0.2,"1.7","2","23.01","0",75,"190","2","23","Young","SG",16.6170212765957,"Rotation","Negative","Positive"
"320",320,16603,"NOP","Austin Rivers",22,35,772,10.1,0.472,0.32,1.8,8.2,5,16.7,1.2,0.7,10.6,16.7,0,0.4,0.3,0.7,0.046,0,-1.7,-1.7,-3.4,-0.3,0.026,0.02,14.9,"riverau01",1.16,19782,82,0.268,0.537,346147,0.54,-0.64,-1,-0.08,-1.44,-0.56,-3.63,"19.50%",-0.71,0.45,0.19,-3.4,2.5,-0.7,-0.3,-0.4,0.2,-1.4,-0.1,-0.3,-2,-0.4,2.6,1.5,0.3,-1.4,-1.7,1.7,-0.3,0,-1.7,1.8,-0.3,-0.3,0,0.2,22.1,19.8,-3.4,-0.7,-0.3,-0.7,-1.7,-0.3,0,0,-1.7,-0.3,-0.3,-0.7,"($300,000)","($2,100,000)",-1.2,-2.2,0.19,0,8e+05,-0.3,"($300,000)",-0.8,0,-0.8,-0.7,"1.6","2","22.5","2",76,"200","2","23","Rookie","SG",22.0571428571429,"Bench","Negative","Negative"
"321",321,16604,"SAC","Reggie Evans",34,47,764,11.7,0.49,0.708,14.9,29,22.2,6.1,1.4,0.5,20,13,0,0.4,0.8,1.2,0.074,0,-2.7,0,-2.7,-0.1,0.024,0.05,10.4,"evansre01",-3.27,19855,82,0.268,0.542,338426,0.543,-0.41,-0.85,-0.29,-0.29,-1.15,-2.7,"19.20%",-0.52,-4.06,0.03,-2.7,2.5,-0.5,-0.1,0.8,0,-3.2,0,-0.6,-3.1,-0.6,-0.2,-2.2,0.4,-3.1,-2.7,1.7,-0.5,-0.2,0,1.9,0,0.1,-2.6,0.2,16.3,15,-2.7,-0.5,-0.1,-0.2,-2.7,-0.5,-0.2,-0.3,0,0,0.1,0.1,"$400,000 ","($100,000)",-2.9,-2.8,0.11,-0.1,6e+05,-0.1,"$700,000 ",-0.3,-0.5,0.1,-0.2,"4.5","4","34.71","12",80,"245","4","35","Vet","PF",16.2553191489362,"Rotation","Negative","Negative"
"322",322,16605,"MIL","Michael Carter-Williams",23,25,758,16.3,0.496,0.354,3.2,11.7,7.5,30.8,3.4,1.3,18.2,25.8,0,0,1.3,1.3,0.08,0,-1,1.4,0.4,0.5,-0.001,0.081,21.1,"cartemi01",-0.16,19929,82,0.268,0.536,336983,0.538,3.4,2.08,0.17,-5.01,0.23,0.7,"19.00%",0.13,1.29,-0.3,0.4,2.5,0.1,0.5,1,0.3,-2.4,0.6,0.1,-0.4,-0.1,-3.1,-0.8,-0.6,3,-1,1.7,-0.2,0.1,1.4,1.9,0.3,0.3,-2.3,0.2,30.3,26.1,0.4,0.1,0.5,1.5,-1,-0.2,0.1,0.5,1.4,0.3,0.3,1,"$3,200,000 ","$8,100,000 ",0,0.2,0.53,1.1,6400000,1.3,"$7,000,000 ",1.2,0.4,0.9,3.4,"1.6","1","23.31","1",78,"190","2","23","Young","SG",30.32,"Starter","Positive","Positive"
"323",323,16606,"POR","Arron Afflalo",29,25,752,8.2,0.533,0.207,0.9,8.5,4.8,5.5,0.6,0.2,11.8,16.7,0,0.2,0.5,0.8,0.049,0,-1.5,-0.8,-2.3,-0.1,0.015,0.034,14.7,"afflaar01",4.69,19856,82,0.268,0.544,347001,0.544,-3.7,-2.02,-0.1,1.53,0.2,-3.98,"18.90%",-0.75,-2.66,1.66,-2.3,2.5,-0.4,-0.1,-1.6,0.3,-0.3,-0.3,0.1,-1.8,-0.3,2.3,1.5,0.3,2.4,-1.5,1.7,-0.3,0,-0.8,1.9,-0.2,-0.1,-0.7,0.2,30.1,25.9,-2.3,-0.4,-0.1,-0.2,-1.5,-0.3,0,0.1,-0.8,-0.2,-0.1,-0.3,"$700,000 ","$100,000 ",0.6,-0.7,0.41,0.5,3500000,-0.1,"$400,000 ",-0.2,0.1,-0.3,-0.4,"2.1","2","29.3","7",77,"210","2","29","Vet","SG",30.08,"Starter","Negative","Negative"
"324",324,16607,"MIN","Robbie Hummel",25,45,742,9.7,0.536,0.169,4.6,16.4,10.3,5.6,1.1,1,8.9,12.1,0,0.7,0.1,0.8,0.05,0,-1.8,-1.6,-3.5,-0.3,0.044,0.006,11,"hummero01",-8.52,19787,82,0.268,0.517,341855,0.517,-2.67,-0.96,-0.07,2.86,-1.13,-1.9,"18.70%",-0.36,-2.34,-1.58,-3.5,2.5,-0.7,-0.3,-1,0.3,0.1,-0.2,-0.6,-1.4,-0.3,-2.5,-0.8,-0.4,-6.1,-1.8,1.7,-0.3,0,-1.6,1.9,-0.3,-0.3,-0.2,0.2,16.5,15.1,-3.5,-0.7,-0.3,-0.5,-1.8,-0.3,0,0,-1.6,-0.3,-0.3,-0.5,"($300,000)","($1,400,000)",-3.6,-3.5,0,0,NA,0,"",-0.7,-0.1,-0.7,0,"3.2","3","25.9","1",80,"215","3","26","Young","SF",16.4888888888889,"Rotation","Negative","Negative"
"325",325,16608,"MIL","Jabari Parker",19,25,738,14.5,0.527,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0,0.4,1,1.3,0.088,0,-1.4,0.2,-1.2,0.1,0.024,0.064,17.8,"parkeja01",-0.16,19929,82,0.268,0.536,336983,0.536,-0.04,0.08,-0.13,-1.11,0.14,-0.93,"18.50%",-0.17,1.29,-0.3,-1.2,2.5,-0.2,0.1,0.6,0.2,-1.9,0.2,0.1,-0.9,-0.2,-3.1,-0.8,-0.6,3,-1.4,1.7,-0.3,0,0.2,1.9,0,0.1,-1.7,0.2,29.5,25.4,-1.2,-0.2,0.1,0.5,-1.4,-0.3,0,0.2,0.2,0,0.1,0.3,"$1,700,000 ","$3,200,000 ",-0.2,-0.6,0.41,0.6,3600000,0.3,"$2,500,000 ",0.4,0.1,0.3,0.9,"3.6","3","19.89","0",80,"250","4","20","Rookie","PF",29.52,"Starter","Negative","Negative"
"326",326,16609,"WAS","Garrett Temple",28,52,735,10.9,0.534,0.282,3.8,9.9,6.9,11,2.9,1,15.1,13.9,0,0.4,1.1,1.5,0.1,0,-0.6,1.4,0.8,0.5,0.027,0.073,11.8,"templga01",0.25,19956,82,0.268,0.534,343082,0.534,-0.97,1.3,0.05,1.22,-1.38,0.18,"18.40%",0.03,-2.93,0.65,0.8,2.5,0.2,0.5,-0.2,0.4,-0.2,0.5,-0.7,-0.3,-0.1,-2.1,-1.1,-0.3,2.3,-0.6,1.7,-0.1,0.2,1.4,1.9,0.3,0.3,-2.1,0.2,14.1,13.1,0.8,0.2,0.5,0.8,-0.6,-0.1,0.2,0.3,1.4,0.3,0.3,0.5,"$3,500,000 ","$4,900,000 ",-2.7,-1.2,0.34,0.3,2300000,1,"$5,500,000 ",1.4,0.5,0.9,2.6,"2.1","2","28.74","4",78,"195","2","29","Mid","SG",14.1346153846154,"Rotation","Positive","Positive"
"327",327,16610,"MIN","Adreian Payne",23,29,720,7.8,0.448,0.207,7.2,18.2,12.5,6.6,1.3,1,15.9,16.9,0,-0.6,0.2,-0.5,-0.033,0,-4.5,-1.2,-5.7,-0.7,-0.043,0.01,14.2,"paynead01",-8.52,19787,82,0.268,0.517,341855,0.52,-1.55,-0.71,-0.31,-1.53,-0.31,-4.1,"18.20%",-0.75,-2.34,-1.58,-5.7,2.5,-1,-0.7,-0.3,0,-3.5,-0.1,-0.2,-4,-0.7,-2.5,-0.8,-0.4,-6.1,-4.5,1.7,-0.8,-0.5,-1.2,1.9,-0.2,-0.2,-3.3,0.2,24.8,21.8,-5.7,-1,-0.7,-1.9,-4.5,-0.8,-0.5,-1.4,-1.2,-0.2,-0.2,-0.5,"($2,200,000)","($7,900,000)",-2.2,-3.7,0,0,NA,0,"",-1.8,-1.4,-0.4,0,"4.1","4","23.95","0",82,"237","4","24","Young","PF",24.8275862068966,"Bench","Negative","Negative"
"328",328,16611,"DEN","Gary Harris",20,55,719,4.9,0.395,0.217,3,6.7,4.8,5.9,2.7,0.8,13.8,16.6,0,-1.2,0.5,-0.7,-0.046,0,-4.2,-0.1,-4.3,-0.4,-0.08,0.034,14.3,"harriga01",-3.07,19881,82,0.268,0.518,347248,0.521,-3.04,0.94,-0.3,-0.89,-1.49,-4.48,"18.10%",-0.81,-4.49,0.16,-4.3,2.5,-0.8,-0.4,-0.9,0.1,-2.6,0.4,-0.8,-3.8,-0.7,-1.3,0.4,-0.4,-1.8,-4.2,1.7,-0.8,-0.4,-0.1,1.9,0,0,-4,0.2,13.1,12.2,-4.3,-0.8,-0.4,-0.6,-4.2,-0.8,-0.4,-0.7,-0.1,0,0,0,"($1,000,000)","($2,000,000)",-3.4,-3.8,0,0,NA,0,"",-1.1,-1.2,0.1,0,"2","2","20.38","0",76,"210","2","20","Rookie","SG",13.0727272727273,"Rotation","Negative","Negative"
"329",329,16612,"LAC","Hedo Turkoglu",35,62,705,10.5,0.602,0.059,0.8,14.7,7.9,7.5,1.4,0.8,13.1,14.2,0,0.6,0.6,1.2,0.081,0,-0.1,-0.8,-0.9,0.2,0.041,0.041,12.3,"turkohe01",7.21,19730,82,0.268,0.565,348865,0.564,-2.79,-0.69,0.13,3.25,-1.68,-1.91,"17.90%",-0.34,3.45,1.04,-0.9,2.5,-0.2,0.2,-1.6,0.5,1.4,0,-0.9,-0.7,-0.1,6.9,5.2,0.6,0.3,0,1.7,0,0.3,-0.8,1.9,-0.1,-0.1,0.8,0.2,11.4,10.7,-0.9,-0.2,0.2,0.3,0,0,0.3,0.4,-0.8,-0.1,-0.1,-0.1,"$2,000,000 ","$2,300,000 ",-2.2,-1.6,0.27,0.1,1500000,0.3,"$2,400,000 ",0.5,0.8,-0.3,0.8,"3.5","3","35.87","14",82,"220","3","36","Vet","SF",11.3709677419355,"Rotation","Negative","Negative"
"330",330,16613,"DET","Jonas Jerebko",27,46,703,14.5,0.564,0.182,7,15.3,11,9.2,2,1.2,10.8,15.1,0,1.2,0.7,1.9,0.13,0,0.5,0.5,1,0.5,0.082,0.048,13.5,"jerebjo01",-1.54,19827,82,0.268,0.515,348020,0.513,-0.42,0.27,0.08,2.56,-1.26,1.15,"17.70%",0.2,-1.14,-0.14,1,2.5,0.2,0.5,0.2,0.4,1,0.1,-0.7,1.1,0.2,-0.2,2.8,-0.6,-1.3,0.5,1.7,0.1,0.4,0.5,1.9,0.1,0.1,0,0.2,15.3,14.1,1,0.2,0.5,1,0.5,0.1,0.4,0.7,0.5,0.1,0.1,0.2,"$3,500,000 ","$5,500,000 ",-2.8,-1.1,0.34,0.3,2400000,1,"$5,900,000 ",1.4,1.1,0.4,2.8,"3.8","4","27.92","4",82,"231","4","28","Mid","PF",15.2826086956522,"Rotation","Positive","Positive"
"331",331,16614,"DEN","Jameer Nelson",32,34,702,14.5,0.53,0.063,2.4,8,5.1,30.3,1.8,0.4,16.5,22.7,0,0.5,0.3,0.8,0.058,0,1.6,-2.2,-0.6,0.2,0.036,0.022,19,"nelsoja01",-3.07,19881,82,0.268,0.518,347248,0.517,1.85,-0.4,0.38,-1.51,-0.72,-0.78,"17.70%",-0.14,-4.49,0.16,-0.6,2.5,-0.1,0.2,0.6,0.5,1.1,0.1,-0.4,2,0.3,-1.3,0.4,-0.4,-1.8,1.6,1.7,0.3,0.6,-2.2,1.9,-0.4,-0.3,3.8,0.2,20.6,18.5,-0.6,-0.1,0.2,0.6,1.6,0.3,0.6,1.4,-2.2,-0.4,-0.3,-0.8,"$2,100,000 ","$3,800,000 ",-2.1,-1.4,0.3,0.2,1800000,0.4,"$2,900,000 ",0.7,1.6,-0.9,1.1,"1","1","32.98","10",72,"190","1","33","Vet","PG",20.6470588235294,"Bench","Negative","Negative"
"332",332,16615,"CLE","Mike Miller",34,52,701,4.6,0.471,0.035,0.7,14,7.4,9,1,0.5,16.6,8.9,0,-0.1,0.5,0.4,0.028,0,-2.6,-0.3,-3,-0.2,-0.007,0.035,7.4,"millemi01",4.39,19779,82,0.268,0.557,342773,0.558,-2.36,-1.35,-0.06,1.7,-1.45,-3.47,"17.70%",-0.61,2.75,0.5,-3,2.5,-0.5,-0.2,-1.5,0.3,-1,-0.2,-0.8,-3.1,-0.5,5.5,4.5,0.4,-1.1,-2.6,1.7,-0.5,-0.2,-0.3,1.9,-0.1,0,-2.3,0.2,13.5,12.5,-3,-0.5,-0.2,-0.3,-2.6,-0.5,-0.2,-0.3,-0.3,-0.1,0,0,"$200,000 ","($300,000)",-2.3,-2.6,0.13,-0.1,6e+05,-0.1,"$400,000 ",-0.5,-0.4,0,-0.4,"2.9","3","34.95","14",80,"218","3","35","Vet","SF",13.4807692307692,"Rotation","Negative","Negative"
"333",333,16616,"BOS","Rajon Rondo",28,22,699,15.4,0.422,0.18,3.9,22.3,12.9,49.3,2.7,0.3,25.8,18.2,0,-0.2,1.1,0.9,0.064,0,-1.6,2.1,0.4,0.4,-0.013,0.077,13.5,"rondora01",-0.44,19880,82,0.268,0.523,347983,0.526,9.15,0.67,0.39,-9.57,0.32,0.57,"17.60%",0.1,0.15,-0.13,0.4,2.5,0.1,0.4,2.4,0.3,-4.2,0.4,0.2,-0.8,-0.1,-1.3,2.5,-0.8,0.9,-1.6,1.7,-0.3,0,2.1,1.9,0.4,0.4,-3.7,0.2,31.8,26.9,0.4,0.1,0.4,1.6,-1.6,-0.3,0,0.1,2.1,0.4,0.4,1.5,"$3,000,000 ","$8,500,000 ",0.1,0.2,0.54,1.2,6700000,1.3,"$7,200,000 ",1.2,0,1.1,3.6,"1","1","28.94","8",73,"186","1","29","Mid","PG",31.7727272727273,"Starter","Positive","Positive"
"334",334,16617,"MIN","Ricky Rubio",24,22,692,15.2,0.452,0.324,3,18.1,10.3,43.5,2.8,0.1,20.4,20,0,0.1,0.4,0.5,0.033,0,0.1,-0.5,-0.5,0.3,0.006,0.027,15.9,"rubiori01",-8.52,19787,82,0.268,0.517,341855,0.52,6.74,0.69,0.38,-6.62,0.29,1.09,"17.50%",0.19,-2.34,-1.58,-0.5,2.6,-0.1,0.3,1.7,0.4,-2.2,0.5,0.1,0.5,0.1,-2.5,-0.8,-0.4,-6.1,0.1,1.7,0,0.3,-0.5,1.9,-0.1,0,0.6,0.2,31.5,26.6,-0.5,-0.1,0.3,1,0.1,0,0.3,1.1,-0.5,-0.1,0,-0.2,"$2,300,000 ","$5,700,000 ",-1.2,-0.9,0.38,0.4,3100000,0.6,"$3,700,000 ",0.7,0.8,-0.1,1.6,"1.2","1","24.28","3",76,"194","1","24","Young","PG",31.4545454545455,"Starter","Negative","Negative"
"335",335,16618,"CHO","P.J. Hairston",22,45,687,9,0.446,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,0,-0.5,0.8,0.3,0.022,0,-2.2,-1.3,-3.5,-0.3,-0.034,0.056,18.9,"hairspj02",-3.79,19905,82,0.268,0.498,353638,0.5,-3.12,-0.07,-0.13,1.41,-1.27,-3.05,"17.30%",-0.53,-2.5,-0.41,-3.5,2.6,-0.6,-0.3,-1.1,0.2,0.8,0,-0.7,-0.7,-0.1,-5.7,0.4,-1.4,1.9,-2.2,1.7,-0.4,-0.1,-1.3,1.9,-0.2,-0.2,-0.9,0.2,15.3,14,-3.5,-0.6,-0.3,-0.5,-2.2,-0.4,-0.1,-0.1,-1.3,-0.2,-0.2,-0.3,"($200,000)","($1,200,000)",-3.1,-3.3,0.03,0,8e+05,0,"$800,000 ",-0.7,-0.2,-0.5,-0.1,"2.8","2","22.11","0",78,"230","3","22","Rookie","SF",15.2666666666667,"Rotation","Negative","Negative"
"336",336,16619,"DEN","Will Barton",24,28,683,15.9,0.533,0.312,3.5,17.2,10.1,12.8,2.5,1.7,13.3,21,0,0.6,0.7,1.3,0.089,0,-0.4,1.2,0.9,0.5,0.041,0.048,18.2,"bartowi01",-3.07,19881,82,0.268,0.518,347248,0.517,-0.18,1.17,0.04,0.09,-0.36,0.72,"17.20%",0.12,-4.49,0.16,0.9,2.6,0.2,0.5,-0.4,0.3,0,0.3,-0.2,0,0,-1.3,0.4,-0.4,-1.8,-0.4,1.7,-0.1,0.2,1.2,1.9,0.2,0.3,-1.6,0.2,24.4,21.3,0.9,0.2,0.5,1.4,-0.4,-0.1,0.2,0.7,1.2,0.2,0.3,0.8,"$3,300,000 ","$7,800,000 ",-1.5,-0.5,0.44,0.7,4200000,1.3,"$7,000,000 ",1.3,0.6,0.7,3.4,"2.1","2","24.07","2",78,"175","2","24","Young","SG",24.3928571428571,"Bench","Positive","Positive"
"337",337,16620,"NOP","Norris Cole",26,28,683,12.6,0.52,0.139,0.2,8.3,4.2,21.2,1.2,0.8,13.3,20.6,0,0.5,0.3,0.7,0.052,0,-0.5,-2.6,-3.1,-0.2,0.033,0.019,17.9,"coleno01",1.16,19782,82,0.268,0.537,346147,0.538,-0.63,-0.94,0.12,-1.38,-0.36,-3.32,"17.30%",-0.57,0.45,0.19,-3.1,2.6,-0.5,-0.2,-0.6,0.3,-0.2,-0.1,-0.2,-0.8,-0.1,2.6,1.5,0.3,-1.4,-0.5,1.7,-0.1,0.2,-2.6,1.9,-0.5,-0.4,2.1,0.2,24.4,21.3,-3.1,-0.5,-0.2,-0.6,-0.5,-0.1,0.2,0.6,-2.6,-0.5,-0.4,-1.2,"$100,000 ","($1,700,000)",-0.9,-1.9,0.24,0,1200000,-0.3,"($300,000)",-0.5,0.6,-1.1,-0.7,"1","1","26.3","3",74,"175","1","26","Mid","PG",24.3928571428571,"Bench","Negative","Negative"
"338",338,16621,"POR","Allen Crabbe",22,51,683,8.7,0.525,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0,0.5,0.8,1.3,0.088,0,-1.3,1,-0.3,0.3,0.033,0.055,10.5,"crabbal01",4.69,19856,82,0.268,0.544,347001,0.544,-2.71,-0.27,-0.03,2.52,-1.47,-1.93,"17.20%",-0.33,-2.66,1.66,-0.3,2.6,0,0.3,-1.3,0.3,0.3,-0.1,-0.8,-1.5,-0.3,2.3,1.5,0.3,2.4,-1.3,1.7,-0.2,0.1,1,1.9,0.2,0.2,-2.3,0.2,13.4,12.4,-0.3,0,0.3,0.5,-1.3,-0.2,0.1,0.1,1,0.2,0.2,0.4,"$2,400,000 ","$3,300,000 ",-2.2,-1.4,0.31,0.2,1900000,0.5,"$3,500,000 ",0.8,0.2,0.6,1.4,"2.3","2","22.81","1",78,"210","2","23","Rookie","SG",13.3921568627451,"Rotation","Negative","Positive"
"339",339,16622,"ORL","Luke Ridnour",33,47,683,10,0.507,0.119,1.3,10.1,5.6,21,1.5,0.5,17,14.8,0,0.3,0.3,0.6,0.042,0,-2.3,-1.7,-4,-0.3,0.021,0.021,12.3,"ridnolu01",-6.23,19755,82,0.268,0.525,339398,0.525,0.25,-0.73,0.13,-1.44,-1.35,-3.26,"17.30%",-0.56,-3.81,-0.73,-4,2.6,-0.7,-0.3,-0.3,0.3,-1,0,-0.7,-1.7,-0.3,-4.1,-1.8,-0.6,-2.1,-2.3,1.7,-0.4,-0.1,-1.7,1.9,-0.3,-0.2,-0.6,0.2,14.5,13.4,-4,-0.7,-0.3,-0.6,-2.3,-0.4,-0.1,-0.2,-1.7,-0.3,-0.2,-0.4,"($600,000)","($1,800,000)",-3.6,-3.8,0,0,NA,0,"",-0.9,-0.3,-0.7,0,"1","1","33.97","11",74,"175","1","34","Vet","PG",14.531914893617,"Rotation","Negative","Negative"
"340",340,16623,"MIN","Corey Brewer",28,24,680,13.8,0.484,0.347,5.2,10.8,7.9,18.6,4,0.5,16.2,20.1,0,0,0.4,0.4,0.028,0,-0.5,0.4,-0.1,0.3,0,0.028,16.8,"breweco01",-8.52,19787,82,0.268,0.517,341855,0.519,1.54,2.41,0.01,-2.47,0,1.48,"17.20%",0.25,-2.34,-1.58,-0.1,2.6,0,0.3,0.8,0.2,-1.9,0.9,0,0,0,-2.5,-0.8,-0.4,-6.1,-0.5,1.7,-0.1,0.2,0.4,1.9,0.1,0.1,-0.8,0.2,28.3,24.3,-0.1,0,0.3,1.1,-0.5,-0.1,0.2,0.7,0.4,0.1,0.1,0.4,"$2,500,000 ","$6,300,000 ",-1.6,-1,0.37,0.4,2800000,0.7,"$4,300,000 ",0.9,0.6,0.3,1.9,"2.5","3","28.91","7",81,"186","2","29","Mid","SG",28.3333333333333,"Starter","Negative","Positive"
"341",341,16624,"DAL","Charlie Villanueva",30,64,678,17.4,0.534,0.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,0,0.6,0.7,1.4,0.096,0,1.2,-3.1,-1.8,0,0.044,0.052,24.9,"villach01",3.64,19881,82,0.268,0.55,350251,0.55,-3.12,-0.11,-0.06,1.84,-1.77,-3.15,"17.10%",-0.54,-2.3,1.33,-1.8,2.6,-0.3,0,-1.3,0.3,2.7,-0.2,-0.9,0.6,0.1,4.1,1.4,0.7,-0.4,1.2,1.7,0.2,0.5,-3.1,1.9,-0.5,-0.5,4.3,0.2,10.6,10,-1.8,-0.3,0,0,1.2,0.2,0.5,0.6,-3.1,-0.5,-0.5,-0.6,"$1,100,000 ","$1,200,000 ",-2.9,-2.4,0.15,-0.1,7e+05,0,"$1,100,000 ",0.1,1.4,-1.3,0.1,"4.4","4","30.44","9",83,"232","4","31","Vet","PF",10.59375,"DNP","Negative","Negative"
